STOCK_CODE,MNEMONIC,PART_NUMBER,PN Global,ITEM_NAME,STOCK_TYPE District,CLASS,HOME_WH,UOI,ISSUING PRICE,PRICE_CODE
26,BANDO,A-45,A-45,V-BELT,G,P,SPUT,EACH,18000,FP
42,BANDO,B-41,B-41,V-BELT,S,P,SPUT,EACH,30750,FP
75,BANDO,B-60,B-60,V-BELT,G,P,SPUT,EACH,33958.19,FP
117,BRGSTONE,12.00-24 FLAP,12.00-24 FLAP,FLAPPER,G,P,SPUT,EACH,315714.28,FP
158,BRGSTONE,Belum Setting PN,"26.5-R25, BS, **, VLTS_NEW",TYRE,I,P,SPUT,EACH,44820644.22,FP
182,CAT,142-1403,142-1403,AIR CLEANER,S,P,SPUT,EACH,750000,FP
240,CAT,1R-0749,1R-0749,"FILTER, FLUID",S,P,SPUT,EACH,240000,FP
257,CAT,1R-0751,1R-0751,FUEL FILTER,S,P,SPUT,EACH,215000,FP
307,CIGWELD,306049,306049,"NOZZLE, WELDING",S,P,SPUT,EACH,225000,FP
315,CIGWELD,308735,308735,FLASHBACK,G,P,SPUT,EACH,543600,FP
323,CIGWELD,LP 240,LP 240,L H HOSE END KIT,S,P,SPUT,KIT,98010,FP
349,COSMOROD,"CA-60, 3.2 MM","CA-60, 3.2 MM","ELECTRODE, WELDING",S,P,SPUT,KG,450000,NM
406,NIPDENSO,447200-0157,447200-0157,COMPRESSOR,S,P,SPUT,EACH,0,FP
430,DEUTZ,N05502218,N05502218,FUEL FILTER,S,P,SPUT,EACH,258241,
471,DONALSON,P822686,P822686,AIR CLEANER,S,P,SPUT,EACH,110000,FP
539,EYEBRAND,M6X1.00X50X50-CLS8.8,M6X1.00X50X50-CLS8.8,BOLT NUT WASHER (M6),G,P,SPUT,EACH,600,FP
588,KOMATSU,426-20-21610,426-20-21610,BOLT,S,G,UTVH,EACH,0,FP
687,GS,N150 AH,N150 AH,"BATTERY, STORAGE",S,P,SPUT,EACH,1234600,
695,GS,N70 AH,N70 AH,"BATTERY, STORAGE",S,P,SPUT,EACH,569300,
703,HALTEC,OTR 1825,OTR 1825,BEAD BREAKER,S,P,SPUT,EACH,10662950,FP
950,KLEEN,KL 57,KL 57,GREASE ADDITIVE,H,P,SPUT,PAIL,1380000,
992,KOMATSU,01010-51035,01010-51035,"BOLT, MACHINE",S,G,UTVH,EACH,5959.48,FP
1008,KOMATSU,01010-81280,01010-81280,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
1016,KOMATSU,01010-61450,01010-61450,BOLT,S,G,UTVH,EACH,0,FP
1024,KOMATSU,01010-51640,01010-51640,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
1032,KOMATSU,01010-52465,01010-52465,BOLT,S,G,UTVH,EACH,0,FP
1040,KOMATSU,01010-62285,01010-62285,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
1057,KOMATSU,01010-80645,01010-80645,BOLT,S,G,UTVH,EACH,0,FP
1065,KOMATSU,01010-81020,01010-81020,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
1073,KOMATSU,01010-81225,01010-51222,"BOLT, MACHINE",S,G,UTVH,EACH,5733.72,FP
1081,KOMATSU,01010-81260,01010-51260,"BOLT, MACHINE",S,G,UTVH,EACH,9978.05,FP
1107,KOMATSU,01010-82490,01010-82490,BOLT,S,G,UTVH,EACH,0,
1115,KOMATSU,01011-62760,01011-62760,BOLT,S,G,UTVH,EACH,0,FP
1123,KOMATSU,01020-01030,01020-01030,"SCREW, MACHINE",S,G,UTVH,EACH,0,FP
1131,KOMATSU,01124-62050,01124-62050,STUD,S,G,UTVH,EACH,0,FP
1149,KOMATSU,01310-01255,01310-01255,SCREW,S,G,UTVH,EACH,0,
1156,KOMATSU,01435-01220,01435-01220,BOLT,S,G,UTVH,EACH,10592.46,FP
1164,KOMATSU,01531-08516,01531-08516,NUT,S,G,UTVH,EACH,0,FP
1172,KOMATSU,01580-11411,01501-11207,"NUT, PLAIN, HEXAGON",S,G,UTVH,SET,0,FP
1180,KOMATSU,01580-12419,01503-12418,"NUT, PLAIN, HEXAGON",S,G,UTVH,EACH,26470.59,FP
1198,KOMATSU,01590-01214,01590-01214,NUT,S,G,UTVH,EACH,0,
1206,KOMATSU,01593-11008,01593-11008,NUT,S,G,UTVH,EACH,0,FP
1214,KOMATSU,01593-13621,01593-13621,NUT,S,G,UTVH,EACH,0,FP
1222,KOMATSU,01643-31032,01643-31032,"WASHER, FLAT",S,G,UTVH,EACH,2516.94,FP
1230,KOMATSU,01643-31445,01605-01423,"WASHER, FLAT",S,G,UTVH,EACH,3697.03,FP
1255,KOMATSU,01643-32460,01643-32640,"WASHER, FLAT",S,G,UTVH,EACH,16223.83,FP
1263,KOMATSU,01643-33060,01643-33060,Washer,S,G,UTVH,EACH,0,
1271,KOMATSU,01643-33380,01643-03380,Washer,S,G,UTVH,EACH,53175.36,FP
1289,KOMATSU,01643-51032,01643-51032,"WASHER, FLAT",S,G,UTVH,EACH,2507.23,FP
1297,KOMATSU,02091-12030,02091-12030,BOLT,S,G,UTVH,EACH,132934.39,FP
1305,KOMATSU,419-20-12630,419-20-12630,FITTING,S,G,UTVH,EACH,0,FP
1313,KOMATSU,04050-16055,04050-16055,COTTER PIN,S,G,UTVH,EACH,2795.31,
1321,KOMATSU,04065-04718,04065-04718,RING SNAP,S,G,UTVH,EACH,8940.09,FP
1339,KOMATSU,04070-00120,04070-00120,RING,S,G,UTVH,EACH,0,FP
1347,KOMATSU,04082-00206,04082-00206,"LOCKING PLATE, NUT AND BOLT",S,G,UTVH,EACH,0,FP
1354,KOMATSU,04120-21757,04120-21757,V-BELT,S,G,UTVH,EACH,293287.2,FP
1362,KOMATSU,04120-21933,04120-21933,"BELT, V",S,G,UTVH,EACH,0,FP
1370,KOMATSU,04122-22570,04122-22570,V-BELT SET,S,G,UTVH,EACH,0,FP
1388,KOMATSU,04250-81056,04250-81056,"CONNECTOR, ROD END",S,G,UTVH,EACH,0,FP
1396,KOMATSU,04605-06020,04605-06020,RING SNAP,S,G,UTVH,EACH,0,
1404,KOMATSU,06000-32056,06000-32056,"BEARING, ROLLER, TAPERED",S,G,UTVH,EACH,0,FP
1412,KOMATSU,06002-32219,06002-32219,"BEARING, BALL, ANNULAR",S,G,UTVH,EACH,0,FP
1420,KOMATSU,06124-02020,06124-02020,"BEARING, ROLLER, NEEDLE",S,G,UTVH,EACH,0,FP
1446,KOMATSU,07000-12018,07000-12018,O-RING,S,V,UTVH,EACH,2840.91,FP
1453,KOMATSU,07000-02055,07000-02055,O-RING,S,G,UTVH,EACH,0,FP
1461,KOMATSU,07000-02065,07000-02065,O-RING,S,G,UTVH,EACH,0,FP
1479,KOMATSU,07000-12085,07000-12085,O-RING,S,G,UTVH,EACH,0,FP
1487,KOMATSU,07000-02095,07000-02095,O-RING,S,G,UTVH,EACH,0,FP
1495,KOMATSU,07000-02110,07000-02110,O-RING,S,G,UTVH,EACH,0,FP
1503,KOMATSU,07000-12125,07000-12125,O-RING,S,V,UTVH,EACH,28195.95,FP
1511,KOMATSU,07000-03028,07000-03028,O-RING,S,G,UTVH,EACH,0,FP
1529,KOMATSU,07000-13075,07000-13075,O-RING,S,G,UTVH,EACH,0,FP
1537,KOMATSU,07000-05060,07000-05060,O-RING,S,G,UTVH,EACH,12072.43,FP
1545,KOMATSU,07000-05150,07000-05150,O-RING,S,G,UTVH,EACH,0,FP
1552,KOMATSU,07000-15175,07000-15175,O-RING,S,G,UTVH,EACH,40489.64,FP
1560,KOMATSU,07000-05195,07000-05195,O-RING,S,G,UTVH,EACH,0,FP
1578,KOMATSU,07000-05270,Duplikasi Pref,O-RING,S,G,UTVH,EACH,0,FP
1586,KOMATSU,Duplikasi Pref,07000-12010,O-RING,S,G,UTVH,EACH,2507.23,FP
1594,KOMATSU,07000-12016,07000-12016,O-RING,S,G,UTVH,EACH,2796.53,FP
1602,KOMATSU,07000-12055,07000-12055,O-RING,S,G,UTVH,EACH,9046.7,FP
1610,KOMATSU,07000-12065,07000-10265,O-RING,S,G,UTVH,EACH,11478.6,FP
1628,KOMATSU,07000-12095,07000-12095,O-RING,S,G,UTVH,EACH,0,FP
1636,KOMATSU,07000-12130,07000-02130A,O-RING,S,V,UTVH,EACH,31280.08,FP
1644,KOMATSU,07000-12434,07000-12434,O-RING,S,G,UTVH,EACH,8100.29,
1651,KOMATSU,07000-13025,07000-13025,O-RING,S,V,UTVH,EACH,4884,FP
1669,KOMATSU,07000-13030,07000-13030,O-RING,S,G,UTVH,EACH,4209.95,FP
1677,KOMATSU,Duplikasi Pref,07000-13035,O-RING,S,G,UTVH,EACH,5212.24,FP
1685,KOMATSU,07000-13040,07000-13040,O-RING,S,G,UTVH,EACH,0,FP
1693,KOMATSU,07000-13048,07000-03048A,O-RING,S,V,UTVH,EACH,3911.55,FP
1701,KOMATSU,07000-15180,07000-15180,O-RING,S,G,UTVH,EACH,56367.43,FP
1719,KOMATSU,07000-15340,07000-15340,O-RING,S,G,UTVH,EACH,123076.93,FP
1727,KOMATSU,07000-23040,Duplikasi Pref,O-RING,S,G,UTVH,EACH,0,
1735,KOMATSU,07000-F2070,07000-F2070,O-RING,S,G,UTVH,EACH,0,FP
1743,KOMATSU,07001-02010,07001-02010,"RETAINER, PACKING",S,G,UTVH,EACH,0,FP
1750,KOMATSU,07001-02085,07001-02085,BACK UP RING,S,G,UTVH,EACH,0,FP
1768,KOMATSU,07001-03035,07001-03035,"RETAINER, PACKING",S,G,UTVH,EACH,0,FP
1776,KOMATSU,07002-11223,07002-11223,O-RING,S,G,UTVH,EACH,5664.06,FP
1784,KOMATSU,07002-12034,07000-02034,O-RING,S,V,UTVH,EACH,6618.96,FP
1792,KOMATSU,07002-03034,07002-03034,O-RING,S,G,UTVH,EACH,8984.38,FP
1800,KOMATSU,07002-15234,07002-15234,O-RING,S,V,UTVH,EACH,13902.68,FP
1818,KOMATSU,Duplikasi Pref,07002-12434,O-RING,S,G,UTVH,EACH,7545.94,FP
1826,KOMATSU,07005-01412,07003-21419,GASKET,S,G,UTVH,EACH,12677.39,FP
1834,KOMATSU,07012-00062,07012-00062,"SEAL, PLAIN ENCASED",S,G,UTVH,EACH,0,FP
1842,KOMATSU,07020-00000,07000-00000,"FITTING, LUBRICATION",S,G,UTVH,EACH,10753.68,FP
1859,KOMATSU,07043-50108,07043-50108,PLUG,S,G,UTVH,EACH,0,FP
1867,KOMATSU,07050-21200,07050-21200,CAP,S,G,UTVH,EACH,0,FP
1875,KOMATSU,07063-01100,07063-01100,"FILTER ELEMENT, FLUID",S,G,UTVH,EACH,152936.37,FP
1883,KOMATSU,07063-01210,07063-01210,"FILTER ELEMENT, FLUID",S,G,UTVH,EACH,0,FP
1891,KOMATSU,07088-01208,07088-01208,HOSE,S,G,UTVH,EACH,0,FP
1909,KOMATSU,07098-01416,07098-01416,"HOSE ASSEMBLY, NONMETALLIC",S,G,UTVH,EACH,0,FP
1917,KOMATSU,07100-20312A,07100-20312A,HOSE,S,G,UTVH,EACH,0,
1925,KOMATSU,07124-01410,07124-01410,HOSE,S,G,UTVH,EACH,2155273.44,FP
1933,KOMATSU,07124-01416,07124-01416,HOSE,S,G,UTVH,EACH,2843973,FP
1941,KOMATSU,07143-10505,Duplikasi Pref,"BUSHING, SLEEVE",S,G,UTVH,EACH,0,FP
1958,KOMATSU,07145-00050,07145-00050,"SEAL, PLAIN ENCASED",S,G,UTVH,EACH,72036.2,FP
1966,KOMATSU,07155-00925,07155-00925,"RING, WEARING",S,G,UTVH,EACH,0,FP
1974,KOMATSU,07155-01435,07155-01435,"RING, WEARING",S,G,UTVH,EACH,0,FP
1982,KOMATSU,07179-12069,07179-12069,RING SNAP,S,G,UTVH,EACH,0,FP
1990,KOMATSU,Duplikasi Pref,07260-27422,HOSE,S,G,UTVH,EACH,452734.38,FP
2006,KOMATSU,07260-20970A,07260-20970A,HOSE,S,G,UTVH,EACH,0,
2014,KOMATSU,07260-21440A,07260-21440A,HOSE,S,G,UTVH,EACH,0,
2022,KOMATSU,07260-23214A,07260-23214A,"HOSE, NONMETALLIC",S,G,UTVH,EACH,0,
2030,KOMATSU,07260-23220A,07260-23220A,HOSE,S,G,UTVH,EACH,0,
2048,KOMATSU,Duplikasi Pref,Duplikasi Pref,"HOSE, NONMETALLIC",S,G,UTVH,EACH,0,FP
2055,KOMATSU,Duplikasi Pref,07260-25822,"HOSE, NONMETALLIC",S,G,UTVH,EACH,0,FP
2063,KOMATSU,07261-20912A,07261-20912A,HOSE,S,G,UTVH,EACH,0,
2071,KOMATSU,07281-00197,07281-00197,"CLAMP,",S,G,UTVH,EACH,10821.26,FP
2089,KOMATSU,07281-00609,07281-00609,"CLAMP, HOSE",S,G,UTVH,EACH,23768.12,FP
2097,KOMATSU,Duplikasi Pref,Duplikasi Pref,CLAMP,S,G,UTVH,EACH,66923.82,FP
2105,KOMATSU,07959-30000,07959-30000,VALVE,S,G,UTVH,EACH,0,FP
2113,KOMATSU,08077-22400,08077-22400,"FLASHER, THERMAL",S,G,UTVH,EACH,264761.01,FP
2121,KOMATSU,08088-20000,08088-20000,SWITCH,S,G,UTVH,EACH,0,FP
2139,KOMATSU,08102-12403,08102-12403,BULB,S,G,UTVH,EACH,0,FP
2147,KOMATSU,09244-02508,09244-02508,"PIN, LOCK",S,G,UTVH,EACH,0,FP
2154,KOMATSU,09920-00150,09920-00150,LG-7,S,G,UTVH,EACH,355331.41,
2162,KOMATSU,10643-12-12,10643-12-12,FITTING,S,G,UTVH,EACH,0,
2170,KOMATSU,12CTX-S,12CTX-S,ADAPTER,S,G,UTVH,EACH,0,
2188,KOMATSU,14X-911-7650,14X-911-7650,CLAMP,S,G,UTVH,EACH,0,FP
2196,KOMATSU,154-43-43160,154-43-43160,CABLE,S,G,UTVH,EACH,0,FP
2204,KOMATSU,175-06-61130,175-06-61130,WIRING HARNESS,S,G,UTVH,EACH,0,FP
2212,KOMATSU,175-21-32135,175-21-32135,GASKET,S,G,UTVH,EACH,0,FP
2220,KOMATSU,175-43-51320,175-43-51320,CABLE,S,G,UTVH,EACH,0,FP
2238,KOMATSU,175-78-31230,175-78-31230,"TOOTH, SURFACE RIPPING",S,G,UTVH,EACH,0,FP
2246,KOMATSU,Duplikasi Pref,Duplikasi Pref,SPROCKET WHEEL SEGMENT,S,G,UTVH,EACH,0,FP
2253,KOMATSU,195-27-33141,195-27-33141,"NUT, PLAIN, HEXAGON",S,G,UTVH,EACH,0,FP
2261,KOMATSU,195-30-01415,195-30-01415,"ROLLER ASSEMBLY,TRACK,VEHICULLAR",S,G,UTVH,EACH,0,FP
2279,KOMATSU,195-30-01040,195-30-01040,"ROLLER ASSEMBLY,TRACK,VEHICULLAR",S,G,UTVH,EACH,0,FP
2287,KOMATSU,195-30-71720,195-30-71720,"SEAL, PLAIN ENCASED",S,G,UTVH,EACH,0,FP
2295,KOMATSU,195-30-67151,195-30-67151,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
2303,KOMATSU,195-32-05400,195-32-05400,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
2311,KOMATSU,195-43-43190,195-43-43190,"BEARING, ROLLER, NEEDLE",S,G,UTVH,EACH,0,FP
2329,KOMATSU,195-43-52300,195-43-52300,ABSORBER ASSY,S,G,UTVH,EACH,0,FP
2337,KOMATSU,195-61-41270,195-61-41270,"BEARING, ROLLER, NEEDLE",S,G,UTVH,EACH,0,FP
2352,KOMATSU,195-79-51320,195-79-51320,PROTECTOR,S,G,UTVH,EACH,0,FP
2360,KOMATSU,195-Z11-2290,195-Z11-2290,COVER,S,G,UTVH,EACH,0,FP
2378,KOMATSU,195-Z11-4520,195-Z11-4520,LOCK LH,S,G,UTVH,EACH,0,FP
2386,KOMATSU,198-30-00580,198-30-00580,CARRIER ROLLER,S,G,UTVH,EACH,0,
2394,KOMATSU,198-78-21410,198-78-21410,PIN,S,G,UTVH,EACH,0,FP
2402,KOMATSU,203-60-31100,203-60-31100,ELBOW ASSY,S,G,UTVH,EACH,0,FP
2410,KOMATSU,208-30-11380,208-30-11380,SPACER,S,G,UTVH,EACH,0,FP
2428,KOMATSU,209-30-00014,209-30-00014,IDLER ASSY,S,G,UTVH,EACH,0,FP
2436,KOMATSU,209-30-15131,209-30-15131,PLUNGER,S,G,UTVH,EACH,0,FP
2444,KOMATSU,209-30-15240,209-30-15240,"PACKING, PREFORMED",S,G,UTVH,EACH,0,FP
2451,KOMATSU,209-30-65131,209-30-65131,SPRING,S,G,UTVH,EACH,0,FP
2469,KOMATSU,209-30-65160,209-30-65160,LOCK,S,G,UTVH,EACH,0,FP
2477,KOMATSU,209-32-07000,209-32-07000,LINK ASSY,S,G,UTVH,EACH,0,FP
2485,KOMATSU,Duplikasi Pref,Duplikasi Pref,SHOE ( 610 MM ),S,G,UTVH,EACH,0,FP
2493,KOMATSU,209-43-51130,209-43-51130,CABLE,S,G,UTVH,EACH,0,FP
2501,KOMATSU,209-60-77532,209-60-77532,HYD.OIL FILTER,S,V,UTVH,EACH,0,FP
2519,KOMATSU,209-70-54240,209-70-54240,PIN,S,G,UTVH,EACH,0,FP
2527,KOMATSU,209-939-5421,209-939-5421,COVER,S,G,UTVH,EACH,0,FP
2535,KOMATSU,20Y-54-28911,20Y-54-28911,MIRROR,S,G,UTVH,EACH,0,FP
2543,KOMATSU,21T-09-11460,21T-09-11460,O-RING,S,G,UTVH,EACH,0,FP
2550,KOMATSU,232-03-12130,232-03-12130,PACKING,S,G,UTVH,EACH,17613.64,FP
2568,KOMATSU,232-06-52571,232-06-52571,HARNESS,S,G,UTVH,EACH,0,FP
2576,KOMATSU,232-06-52760,232-06-52760,HARNESS,S,G,UTVH,EACH,0,FP
2584,KOMATSU,232-06-54320,232-06-54320,HARNESS,S,G,UTVH,EACH,0,FP
2592,KOMATSU,232-06-61111,232-06-61111,HARNESS,S,G,UTVH,EACH,0,FP
2600,KOMATSU,232-06-61220,232-06-61220,HARNESS,S,G,UTVH,EACH,0,FP
2626,KOMATSU,Duplikasi Pref,Duplikasi Pref,SAFETY VALVE,S,G,UTVH,EACH,519141.33,FP
2634,KOMATSU,232-45-12121,232-45-12121,CABLE,S,G,UTVH,EACH,0,FP
2642,KOMATSU,232-70-54440,232-70-54440,"BUSHING, SLEEVE",S,G,UTVH,EACH,0,FP
2659,KOMATSU,232-735-1261,232-735-1261,Washer,S,G,UTVH,EACH,126621.16,FP
2667,KOMATSU,234-01-41120,234-01-41120,CHUSION,S,G,UTVH,EACH,1080492.43,FP
2675,KOMATSU,234-03-42120,234-03-42120,HOSE,S,G,UTVH,EACH,986754.97,FP
2683,KOMATSU,234-06-31970,234-06-31970,HARNESS,S,G,UTVH,EACH,0,FP
2691,KOMATSU,234-06-41141,234-06-41141,HARNESS,S,G,UTVH,EACH,0,FP
2709,KOMATSU,234-06-41310,234-06-41310,HARNESS,S,G,UTVH,EACH,0,FP
2725,KOMATSU,234-27-31220,234-27-31220,SPACER,S,G,UTVH,EACH,0,FP
2733,KOMATSU,234-27-31250,234-27-31250,"SPACER, RING",S,G,UTVH,EACH,0,FP
2741,KOMATSU,234-27-31270,234-27-31270,"BEARING, BALL, ANNULAR",S,G,UTVH,EACH,309165.16,FP
2758,KOMATSU,234-27-31310,234-27-31310,BOLT,S,G,UTVH,EACH,166816.95,FP
2766,KOMATSU,234-27-31431,234-27-31431,"BALL,JOINT",S,G,UTVH,EACH,0,
2774,KOMATSU,Duplikasi Pref,234-27-31450,BUSHING,S,G,UTVH,EACH,731428.57,FP
2782,KOMATSU,234-27-31480,234-27-31480,SPACER,S,G,UTVH,EACH,27373.27,FP
2790,KOMATSU,234-27-31730,234-27-31730,SEAL,S,G,UTVH,EACH,0,FP
2808,KOMATSU,234-27-31820,234-27-31820,BUSHING,S,G,UTVH,EACH,469071.24,FP
2816,KOMATSU,234-27-31850,234-27-31850,"BUSHING, SLEEVE",S,G,UTVH,EACH,0,FP
2824,KOMATSU,234-27-31890,234-27-31890,"BOLT, MACHINE",S,G,UTVH,EACH,139134.36,FP
2832,KOMATSU,234-27-31930,234-27-31930,BUSHING,S,G,UTVH,EACH,0,FP
2840,KOMATSU,234-27-31950,234-27-31950,PIN,S,G,UTVH,EACH,1038297.87,FP
2857,KOMATSU,234-27-51560,234-27-51560,SEAL,S,G,UTVH,EACH,0,
2865,KOMATSU,234-30-22120,234-30-22120,RING SIDE,S,G,UTVH,EACH,0,FP
2873,KOMATSU,234-60-31330,234-60-31330,"FILTER ELEMENT, FLUID",S,G,UTVH,EACH,0,FP
2881,KOMATSU,234-60-32720,234-60-32720,HOSE,S,G,UTVH,EACH,0,FP
2899,KOMATSU,234-60-34380,234-60-34380,ELBOW,S,G,UTVH,EACH,0,FP
2907,KOMATSU,234-63-76004,234-63-76004,CYLINDER ASSY,S,G,UTVH,EACH,0,FP
2915,KOMATSU,234-70-05150,234-70-05150,SHIEM ASSY,S,G,UTVH,EACH,0,FP
2923,KOMATSU,234-70-11230,234-70-11230,Washer,S,G,UTVH,EACH,160434.24,FP
2931,KOMATSU,Duplikasi Pref,Duplikasi Pref,"CUTTING EDGE, MOULDBOARD",S,P,SPUT,EACH,4350767,FP
2964,KOMATSU,234-70-33190,234-70-33190,GUIDE,S,G,UTVH,EACH,1070949.19,FP
2972,KOMATSU,234-70-33270,234-70-33270,COLLAR,S,G,UTVH,EACH,0,FP
2980,KOMATSU,234-70-35170,234-70-35170,"WASHER, SEAL",S,G,UTVH,EACH,0,FP
2998,KOMATSU,234-70-36511,234-70-36511,GEAR,S,G,UTVH,EACH,34293762.58,FP
3004,KOMATSU,234-71-13190,234-71-13190,BUSHING,S,G,UTVH,EACH,0,FP
3012,KOMATSU,234-991-1420,234-991-1420,GASKET,S,G,UTVH,EACH,42234.85,FP
3020,KOMATSU,235-70-15920,235-70-15920,DISC,S,G,UTVH,EACH,0,FP
3038,KOMATSU,08130-62400,08130-62400,FOG LAMP,S,G,UTVH,EACH,0,FP
3046,KOMATSU,237-06-13350,237-06-13350,REAR LAMP,S,G,UTVH,EACH,0,FP
3053,KOMATSU,238-06-17440,238-06-17440,HARNESS,S,G,UTVH,EACH,0,FP
3061,KOMATSU,238-44-05030,238-44-05030,VALVE KIT,S,G,UTVH,EACH,1903381.64,FP
3079,KOMATSU,238-44-11350,238-44-11350,ELBOW,S,G,UTVH,EACH,0,FP
3087,KOMATSU,281-16-11290,281-16-11290,"FILTER ELEMENT, FLUID",S,G,UTVH,EACH,120813.16,FP
3095,KOMATSU,287-33-00010,287-33-00010,FLOATING SEAL,S,G,UTVH,EACH,0,FP
3103,KOMATSU,419-15-12310,419-15-12310,PLATE,S,G,UTVH,EACH,0,FP
3111,KOMATSU,419-30-11640,419-30-11640,VALVE ASSY,S,G,UTVH,EACH,0,
3129,KOMATSU,421-43-26470,421-43-26470,SWITCH,S,G,UTVH,EACH,0,FP
3137,KOMATSU,423-947-1100,423-947-1100,TANK ASSY,S,G,UTVH,EACH,0,FP
3145,KOMATSU,424-06-23210,424-06-23210,HEAD LAMP ASSY,S,G,UTVH,EACH,1336832.06,FP
3152,KOMATSU,419-15-14860,419-15-14860,O-RING,S,G,UTVH,EACH,0,FP
3160,KOMATSU,424-16-11140,424-16-11140,"FILTER ELEMENT, FLUID",S,V,UTVH,EACH,152331.38,FP
3178,KOMATSU,426-03-11690,426-03-11690,HOSE,S,G,UTVH,EACH,928466.7,FP
3186,KOMATSU,426-13-19110,426-13-19110,O-RING,S,G,UTVH,EACH,393226.38,FP
3194,KOMATSU,281-20-12320,281-20-12320,BOLT,S,G,UTVH,EACH,118322.08,FP
3202,KOMATSU,426-43-27301,426-43-27301,VALVE ASSY,S,G,UTVH,EACH,0,FP
3210,KOMATSU,426-815-1110,426-815-1110,EDGE CENTER,S,G,UTVH,EACH,6066390.04,FP
3228,KOMATSU,426-815-1130,426-815-1130,EDGE END,S,G,UTVH,EACH,2029895.93,FP
3236,KOMATSU,561-50-61370,561-50-61370,"SEAL, PLAIN ENCASED",S,G,UTVH,EACH,0,FP
3251,KOMATSU,566-50-11220,566-50-11220,BUSHING,S,G,UTVH,EACH,0,FP
3269,KOMATSU,566-50-11350,566-50-11350,"PACKING, PREFORMED",S,G,UTVH,EACH,0,FP
3277,KOMATSU,567-35-01101,567-35-01101,SERVICE KIT,S,G,UTVH,EACH,0,FP
3285,KOMATSU,569-06-61960,569-06-61960,"RELAY, THERMAL",S,G,UTVH,EACH,250474.38,FP
3293,KOMATSU,569-22-05040,569-22-05040,SERVICE KIT,S,G,UTVH,EACH,0,FP
3301,KOMATSU,569-35-05010,569-35-05010,"KIT, SERVICE",S,G,UTVH,EACH,0,FP
3327,NTN,6E-W1464LLCS200PX1,6E-W1464LLCS200PX1,"BUSHING, SLEEVE",S,P,SPUT,EACH,0,FP
3335,KOMATSU,569-52-41950,569-52-41950,"SPACER, PLATE",S,G,UTVH,EACH,0,FP
3343,KOMATSU,569-52-62691,569-52-62691,TUBE,S,G,UTVH,EACH,0,FP
3350,KOMATSU,569-74-11540,569-74-11540,SHIM,S,G,UTVH,EACH,0,FP
3368,KOMATSU,581-52-12410,581-52-12410,ELBOW,S,G,UTVH,EACH,0,FP
3376,KOMATSU,600-182-2510,600-182-2510,"FILTER ELEMENT, INTAKE AIR CLEANER",S,G,UTVH,EACH,0,FP
3384,KOMATSU,600-185-6100,600-185-6100,AIR CLEANER ASSY,S,V,UTVH,EACH,0,FP
3392,KOMATSU,600-211-1231,600-211-1231,"FILTER, FLUID",S,V,UTVH,EACH,166096.48,FP
3400,KOMATSU,88U11341LK,88U11341LK,OIL FILTER,S,G,UTVH,EACH,382281.91,
3426,KOMATSU,600-311-3310,600-311-3310,FUEL FILTER,S,G,UTVH,EACH,0,
3434,KOMATSU,600-311-7111,1214921H1,FUEL FILTER,S,V,UTVH,EACH,116741.82,FP
3442,KOMATSU,Duplikasi Pref,1257972H1,FUEL FILTER,S,G,UTVH,EACH,490554.57,FP
3459,KOMATSU,600-319-3310,600-319-3310,FUEL FILTER,S,G,UTVH,EACH,0,
3467,KOMATSU,Duplikasi Pref,Duplikasi Pref,"FILTER, FLUID",S,G,UTVH,EACH,408483.85,FP
3475,KOMATSU,600-411-1171,600-411-1171,"FILTER, FLUID",S,G,UTVH,EACH,370454,FP
3483,,,600-813-4792-R,STARTING MOTOR,S,G,UTVH,EACH,0,
3491,KOMATSU,600-815-7680,600-815-7680,MOTOR,S,G,UTVH,EACH,0,FP
3509,KOMATSU,6115-81-7602,6115-81-7602,"FILTER ASSEMBLY, FLUID",S,G,UTVH,EACH,0,
3517,KOMATSU,6127-11-5881,6127-11-5881,PIPE,S,G,UTVH,EACH,0,FP
3525,KOMATSU,6127-61-3790,6127-61-3790,"LOCKING PLATE, NUT AND BOLT",S,G,UTVH,EACH,0,FP
3533,KOMATSU,6128-11-5610,6128-11-5610,GASKET,S,G,UTVH,EACH,0,FP
3541,KOMATSU,6128-81-7042,6128-81-7042,"FILTER ASSEMBLY, FLUID",S,G,UTVH,EACH,437080.66,
3558,KOMATSU,6136-51-5121,6136-51-5121,"FILTER, FLUID",S,G,UTVH,EACH,0,FP
3566,KOMATSU,6162-64-3910,6162-64-3910,"BEARING, ROLLER, NEEDLE",S,G,UTVH,EACH,0,FP
3574,KOMATSU,6162-64-3930,6162-64-3930,"SEAL, PLAIN ENCASED",S,P,SPUT,EACH,0,FP
3582,KOMATSU,6212-61-3720,6212-61-3720,BEARING,S,G,UTVH,EACH,0,
3590,KOMATSU,6212-85-6840,6212-85-6840,"BELT, V",S,G,UTVH,EACH,0,FP
3608,KOMATSU,6643-11-4641,6643-11-4641,BOLT,S,G,UTVH,EACH,0,FP
