STOCK_CODE,MNEMONIC,PART_NUMBER,PN Global,ITEM_NAME,STOCK_TYPE District,CLASS,HOME_WH,UOI,ISSUING PRICE,PRICE_CODE
72850,KOMATSU,07094-30518,07094-30518,CLAMP,S,G,UTVH,EACH,0,FP
72868,KOMATSU,428-64-15110,428-64-15110,COLLAR,S,G,UTVH,EACH,0,FP
72876,KOMATSU,01436-01230,01436-01230,BOLT,S,G,UTVH,EACH,0,FP
72975,KOMATSU,22U-26-21280,22U-26-21280,RING,S,G,UTVH,EACH,0,FP
72983,NISSAN,26310Z2005-DEV,26310Z2005-DEV,HORN ASSY,S,P,SPUT,EACH,200000,
73007,NISSAN,081140201D-DEV,081140201D-DEV,BOLT,S,P,SPUT,EACH,6000,
73031,YANMAR,106810-07950,106810-07950,BOLT,S,P,SPUT,EACH,525000,NM
73056,NOK,TC85.105.13,TC85.105.13,SEAL,S,P,SPUT,EACH,76250,NM
73064,KOMATSU,234-43-42130,234-43-42130,CABLE,S,G,UTVH,EACH,0,
73098,KOMATSU,568-30-11541,568-30-11541,RING LOCK,S,G,UTVH,EACH,0,FP
73106,KOMATSU,568-30-11531,568-30-11531,FLANGE,S,G,UTVH,EACH,0,FP
73114,KOMATSU,568-30-11521,568-30-11521,BAND,S,G,UTVH,EACH,0,FP
73122,KOMATSU,707-98-26410,707-98-26410,SERVICE KIT,S,G,UTVH,KIT,1473481.2,FP
73130,KOMATSU,01010-52470,01010-52470,BOLT,S,G,UTVH,EACH,0,FP
73148,KOMATSU,01010-51295,01010-51295,BOLT,S,G,UTVH,EACH,0,FP
73155,KOMATSU,01010-82465,01010-82465,BOLT,S,G,UTVH,EACH,0,FP
73239,KOMATSU,6240-81-3100,6240-81-3100,AIR COMP ASSY,S,G,UTVH,ASSY,0,FP
73247,KOMATSU,20Y-60-11431,20Y-60-11431,ACCUMULATOR,S,G,UTVH,EACH,0,FP
73254,KOMATSU,707-99-74450,707-99-74450,SERVICE KIT,S,G,UTVH,KIT,0,FP
73262,KOMATSU,20Y-60-11411,20Y-60-11411,ACCUMULATOR,S,G,UTVH,EACH,0,FP
73270,KOMATSU,6240-11-8110,6240-11-8110,COVER,S,G,UTVH,EACH,0,FP
73288,KOMATSU,427-S33-2821,427-S33-2821,VALVE,S,G,UTVH,EACH,0,FP
73296,KOMATSU,23S-06-54111,23S-06-54111,LAMP ASSY,S,G,UTVH,EACH,1679098.75,FP
73304,KOMATSU,23B-06-22210,23B-06-22210,LAMP ASSY,S,G,UTVH,EACH,461883.41,FP
73312,KOMATSU,705-17-03022,705-17-03022,BRACKET ASSY,S,G,UTVH,ASSY,0,FP
73338,KOMATSU,07372-21040,Duplikasi Pref,BOLT,S,G,UTVH,EACH,8166.97,FP
73346,KOMATSU,Duplikasi Pref,Duplikasi Pref,LOCK WASHER,S,G,UTVH,EACH,0,FP
73353,KOMATSU,01643-51645,01643-51645,"WASHER, FLAT",S,G,UTVH,EACH,0,FP
73361,KOMATSU,07000-F2130,07000-22130,O-RING,S,G,UTVH,EACH,0,FP
73379,KOMATSU,234-06-63160,234-06-63160,WIRING HARNESS,S,G,UTVH,EACH,13077890.84,FP
73387,KOMATSU,234-06-63180,234-06-63180,WIRING HARNESS,S,G,UTVH,EACH,2695928.03,FP
73395,KOMATSU,234-06-63270,234-06-63270,WIRING HARNESS,S,G,UTVH,EACH,2485321.97,FP
73403,KOMATSU,234-06-63210,234-06-63210,WIRING HARNESS,S,G,UTVH,EACH,4826609.85,FP
73411,KOMATSU,234-06-63190,234-06-63190,WIRING HARNESS,S,G,UTVH,EACH,2056196.78,FP
73429,KOMATSU,234-06-63150,234-06-63150,WIRING HARNESS,S,G,UTVH,EACH,918465.91,FP
73437,KOMATSU,569-20-71000,569-20-71000,PROPELLER SHAFT ASSY,S,G,UTVH,ASSY,0,FP
73452,KOMATSU,170-32-E1240,170-32-E1240,SHOE D155 560MM,S,G,UTVH,EACH,0,
73486,NISSAN,55504-00Z00,55504-00Z00,BOLT KNOCK,S,P,SPUT,EACH,125000,
73502,NISSAN,55518-00Z00,55518-00Z00,VALVE RELIEF,S,P,SPUT,EACH,72750,
73528,NISSAN,089129461A-DEV,089129461A-DEV,NUT SELFHOCK,S,P,SPUT,EACH,4850,
73635,NISSAN,080140701A-DEV,080140701A-DEV,BOLT,S,P,SPUT,EACH,10000,
73684,KOMATSU,07083-010A9,07083-010A9,HOSE ASSY,S,G,UTVH,ASSY,0,FP
73692,KOMATSU,02761-00309,02761-00309,HOSE ASSY,S,G,UTVH,ASSY,0,FP
73700,KOMATSU,208-62-51270,208-62-51270,HOSE ASSY,S,G,UTVH,ASSY,0,FP
73767,KOMATSU,209-70-71331,209-70-71331,PIN,S,G,UTVH,EACH,0,FP
73775,KOMATSU,207-70-11360,207-70-11360,SPACER,S,G,UTVH,EACH,0,FP
73783,KOMATSU,6502-13-2003,6502-13-2003,TURBO CHARGE,S,G,UTVH,EACH,0,FP
73791,KOMATSU,600-813-4812,600-813-4812,STARTING MOTOR,S,G,UTVH,EACH,0,FP
73809,KOMATSU,6124-61-1004,6124-61-1004,WATER PUMP,S,G,UTVH,EACH,0,FP
73817,KOMATSU,600-813-4530,600-813-4792,STARTING MOTOR,S,G,UTVH,EACH,6000000,FP
73825,KOMATSU,04122-22579,04122-22579,V-BELT FAN,S,G,UTVH,EACH,0,FP
73833,KOMATSU,6505-61-5040,6505-61-5040,TURBO CHARGE,S,G,UTVH,EACH,0,FP
73841,SCANIA,1541983,1541983,REPAIR KIT,S,G,UTVH,KIT,0,FP
73858,SCANIA,802277,802277,SCREW,S,G,UTVH,EACH,0,FP
73866,SCANIA,1502404,1502404,Washer,S,G,UTVH,EACH,7057.75,FP
73874,SCANIA,1478450,1478450,FILTER CAP,S,G,UTVH,EACH,0,FP
73890,KOMATSU,561-02-61240,561-02-61240,BAND,S,G,UTVH,EACH,0,FP
73924,KOMATSU,08670-02001,08670-02001,"INDICATOR, DUST",S,G,UTVH,EACH,340557.28,FP
73932,KOMATSU,21T-06-11350,21T-06-11350,TANK ASSY,S,G,UTVH,ASSY,0,FP
73940,KOMATSU,207-06-61490,207-06-61490,VALVE,S,G,UTVH,EACH,0,FP
73973,KOMATSU,23B-06-12241,23B-06-12241,LENS,S,G,UTVH,EACH,0,FP
73981,KOMATSU,08119-02460,08119-02460,BULB,S,G,UTVH,EACH,239620.4,FP
74013,KOMATSU,SD1230-18802X0,SD1230-18803X0,BRACKET ASSY,S,G,UTVH,EACH,0,FP
74021,KOMATSU,SD3002-04600X0,SD3002-04600X0,COVER,S,G,UTVH,EACH,0,FP
74039,KOMATSU,7861-92-4500,7861-92-4500,SENSOR,S,G,UTVH,EACH,1169720.35,FP
74047,KOMATSU,07002-23634,07002-23634,O-RING,S,G,UTVH,EACH,73315.37,FP
74054,KOMATSU,04121-22563,04121-22563,V-BELT SET,S,G,UTVH,EACH,648946.36,FP
74062,KOMATSU,04120-21761,04120-21761,V-BELT,S,G,UTVH,EACH,0,FP
74070,KOMATSU,421-06-23220,421-06-23220,LENS RH,S,G,UTVH,EACH,0,FP
74153,SCANIA,1732776,1732776,MIRROR GLASS,S,G,UTVH,EACH,0,FP
74229,KOMATSU,SD6410-01900X0,SD6410-01900X0,"SEAL, PLAIN",S,G,UTVH,EACH,0,FP
74237,KOMATSU,KD0-23100-0430,KD0-23100-0430,ARMATURE ASSY,S,G,UTVH,EACH,0,FP
74245,KOMATSU,KD0-23710-0221,KD0-23710-0221,"BRACKET,REAR",S,G,UTVH,EACH,0,FP
74252,KOMATSU,KD1-09211-0081,KD1-09211-0081,O-RING,S,G,UTVH,EACH,0,FP
74260,KOMATSU,KD0-09057-0190,KD0-09057-0190,Washer,S,G,UTVH,EACH,0,FP
74294,NISSAN,131101124-DEV,131101124-DEV,WASHER PLAIN,S,P,SPUT,EACH,6790,
74302,KPPDEV,089152441A-DEV,089152441A-DEV,WASHER SPRING,S,P,SPUT,EACH,2910,
74336,SEJATI,BOTOLPAPPVC130ML,BOTOLPAPPVC130ML,BOTOL OIL SAMPLE,G,P,SPUT,EACH,1325,FP
74369,KOMATSU,421-06-22820,421-06-22820,FUSE 80A,S,G,UTVH,EACH,34329.8,
74377,KOMATSU,421-06-22830,421-06-22830,FUSE,S,G,UTVH,EACH,66923.82,
74385,GASES,N2-50KG/N2-LITER,N2-50KG/N2-LITER,"NITROGEN, LIQUID",G,P,SPUT,LITR,60000,FP
74567,KOMATSU,07088-01214,07088-01214,HOSE,S,G,UTVH,EACH,2980544.75,FP
74575,KOMATSU,07281-01029,07281-01029,CLAMP,S,V,UTVH,EACH,29371.98,
74633,KOMATSU,234-809-9550,234-809-9550,HOSE,S,G,UTVH,EACH,4935077.52,FP
74641,KOMATSU,234-809-9560,234-809-9560,HOSE,S,G,UTVH,EACH,0,FP
74658,KOMATSU,234-809-8950,234-809-8950,HOSE,S,G,UTVH,EACH,0,FP
74666,KOMATSU,234-809-9540,234-809-9540,HOSE,S,G,UTVH,EACH,2665461.12,FP
74674,VOLVOBM,11193635,11193635,PARKING BRAKE,S,P,SPUT,EACH,40486277.87,NM
74781,NISSAN,25390-Z0004,25390-Z0004,UNIT ASSY FLASHER,S,P,SPUT,EACH,115000,
74807,KOMATSU,234-30-22700,234-30-22700,RIM,S,G,UTVH,EACH,0,
74831,KOMATSU,04121-32268,04121-32268,V-BELT SET,S,G,UTVH,EACH,806727.94,FP
74849,KOMATSU,237-06-13360,237-06-13360,LENS,S,G,UTVH,EACH,242232.15,FP
74856,KOMATSU,07108-20616,07108-20616,HOSE,S,G,UTVH,EACH,383838.39,
74864,KOMATSU,07108-20615,07108-20615,"HOSE ASSEMBLY, NONMETALLIC",S,G,UTVH,EACH,797974.93,FP
74872,KOMATSU,705-12-38211,705-12-38211,PUMP ASSY,S,G,UTVH,EACH,0,FP
74880,KOMATSU,720-68-11920,720-68-11920,FILTER,S,P,SPUT,EACH,0,FP
74898,KOMATSU,07263-24346,07263-24346,CLIP,S,G,UTVH,EACH,0,
74906,KOMATSU,195-06-25250,195-06-25250,SWITCH,S,G,UTVH,EACH,0,FP
74955,NISSAN,4526000Z00-DEV,4526000Z00-DEV,VALVE ASSY,S,P,SPUT,ASSY,800000,
75010,VOGEL,VPM07,VPM07,INLET GASKET,S,P,SPUT,EACH,76995,FP
75028,EPODUR,0800-7017,0800-7017,SUPER WHITE PAINT EPODUR,G,P,SPUT,KG,70000,
75051,EPODUR,0800-0481,0800-0481,YELLOW PAINT,G,P,SPUT,KG,88000,
75101,BANDO,BW1000-EP400/3X4X2-M,BW1000-EP400/3X4X2-M,BELT CONVEYOR,S,P,SPUT,M,1004145.46,NM
75119,KOMATSU,07283-24346,07283-24346,CLIP,S,G,UTVH,EACH,0,FP
75127,KOMATSU,01010-62470,01010-32470,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
75135,KOMATSU,175-30-25184,175-30-25184,SUPPORT,S,G,UTVH,EACH,0,FP
75143,KOMATSU,01010-52090,01010-52090,BOLT,S,G,UTVH,EACH,0,FP
75150,KOMATSU,DK154314-2600,DK154314-2600,SPRING,S,G,UTVH,EACH,0,FP
75168,KOMATSU,DK014110-8440,DK014110-8440,Washer,S,G,UTVH,EACH,0,FP
75176,KOMATSU,01220-30616,01220-30616,"SCREW, MACHINE",S,G,UTVH,EACH,0,FP
75184,KOMATSU,175-30-52120,175-30-52120,COVER,S,G,UTVH,EACH,0,FP
75192,KOMATSU,DK154396-3720,DK154396-3720,LEVER,S,G,UTVH,EACH,0,FP
75200,KOMATSU,6127-21-5303,6127-21-5303,GAUGE,S,G,UTVH,EACH,0,FP
75218,KOMATSU,7861-93-5380,7861-93-5380,SENSOR,S,G,UTVH,EACH,0,FP
75267,KOMATSU,426-56-21520,426-56-21520,REGULATOR RH,S,G,UTVH,EACH,6984084.37,FP
75275,KOMATSU,02090-11685,02090-11685,BOLT,S,G,UTVH,EACH,38256.23,FP
75283,KOMATSU,02290-11625,02290-11625,NUT,S,G,UTVH,EACH,28246.45,FP
75291,KOMATSU,01643-22460,01643-22460,Washer,S,G,UTVH,EACH,15302.49,FP
75309,KOMATSU,421-54-22610,421-54-22610,COVER LH,S,G,UTVH,EACH,0,FP
75317,KOMATSU,421-09-12540,421-09-12540,ELBOW,S,G,UTVH,EACH,101303.91,FP
75325,KOMATSU,07000-75305,07000-75305,O-RING,S,G,UTVH,EACH,0,FP
75333,KOMATSU,425-15-05040,425-15-05040,SHIM KIT,S,G,UTVH,EACH,0,FP
75341,KOMATSU,07000-72135,07000-72135,O-RING KIT,S,G,UTVH,EACH,0,FP
75358,KOMATSU,234-32-32120,234-32-32120,BOLT,S,G,UTVH,EACH,39877.3,FP
75366,KOMATSU,232-54-22510,232-54-22510,COVER,S,G,UTVH,EACH,0,
75374,KOMATSU,234-32-12540,234-32-12540,SPRING,S,G,UTVH,EACH,0,FP
75382,KOMATSU,426-70-13270,426-70-13270,ELBOW,S,G,UTVH,EACH,0,FP
75390,KOMATSU,426-54-22833,426-54-22833,MAT FLOOR,S,G,UTVH,EACH,0,FP
75440,KOMATSU,421-06-11440,421-06-11440,BREATHER,S,G,UTVH,EACH,0,FP
75457,KOMATSU,705-53-42000,705-53-42000,PUMP HYDROLIC,S,G,UTVH,EACH,59851960,FP
75473,KOMATSU,175-30-00517BMT,175-30-00517BMT,CARRIER ROLLER D155A,S,G,UTVH,ASSY,0,
75499,VOGEL,KFG-10-800-507,KFG-10-800-507,PLASTIC RESERVOIR,S,P,SPUT,KIT,2459632.82,FP
75630,KOMATSU,426-16-11420,426-16-11420,TUBE,S,G,UTVH,EACH,0,
75655,NISSAN,16640-97500,16640-97500,FEED PUMP,S,P,SPUT,EACH,1843000,
75663,KOMATSU,423-46-11140,423-46-11140,NIPPLE,S,G,UTVH,EACH,0,FP
75671,KOMATSU,09460-00002,09460-00002,LOCK,S,G,UTVH,EACH,0,
75689,KOMATSU,234-32-12580,234-32-12580,SPRING,S,G,UTVH,EACH,0,FP
75713,KOMATSU,708-2L-00611,708-2L-00612,PUMP NO.1,S,G,UTVH,ASSY,0,
75739,BANDO,SPC 2240 LW,SPC 2240 LW,V-BELT,S,P,SPUT,EACH,165000,FP
75770,SKF,6020,6020,BEARING,G,P,SPUT,EACH,635000,
75788,SKF,30309,30309,BEARING,S,P,SPUT,EACH,0,NM
75804,SKF,30310J2/Q,30310J2/Q,BEARING,S,P,SPUT,EACH,350000,NM
75812,ECCO,209120,209120,BUZZER,S,P,SPUT,EACH,0,
75820,KOMATSU,600-815-7541,600-815-7541,SELENOID,S,G,UTVH,EACH,0,FP
75937,KOMATSU,561-40-63470,561-40-63470,SEAL,S,G,UTVH,EACH,0,
75945,KOMATSU,566-40-42660,566-40-42660,SHIM,S,G,UTVH,EACH,0,FP
75952,KOMATSU,566-40-42740,566-40-42740,SPACER,S,G,UTVH,EACH,0,FP
75978,KOMATSU,7861-93-1620,7861-93-1620,SENSOR,S,G,UTVH,EACH,0,FP
75986,KOMATSU,175-70-31233,175-70-31233,SECOND PINION,S,G,UTVH,EACH,0,
75994,KOMATSU,175-27-31233,175-27-31233,SECOND PINION,S,G,UTVH,EACH,0,FP
76000,KOMATSU,6560-51-5101,6560-51-5101,SENSOR,S,G,UTVH,EACH,0,FP
76018,KOMATSU,426-S33-1850,426-S33-1850,O-RING,S,G,UTVH,EACH,123172.91,FP
76026,KOMATSU,421-64-15870,421-64-15870,O-RING,S,V,UTVH,EACH,40215.44,FP
76034,KOMATSU,427-S33-1840,427-S33-1840,O-RING,S,G,UTVH,EACH,84540.64,FP
76042,KOMATSU,21W-62-42640,21W-62-42640,ELBOW,S,G,UTVH,EACH,0,FP
76059,KOMATSU,07002-23334,07002-23334,O-RING,S,G,UTVH,EACH,0,FP
76067,KOMATSU,20U-62-41720,20U-62-41720,NIPPLE,S,G,UTVH,EACH,0,FP
76091,KOMATSU,705-17-03473,705-17-03473,SEAL RING,S,G,UTVH,EACH,52433.43,FP
76109,KOMATSU,705-17-03443,705-17-03443,BACK UP RING,S,G,UTVH,EACH,71074.38,FP
76117,KOMATSU,01252-61445,01252-61445,BOLT,S,G,UTVH,EACH,0,FP
76125,KOMATSU,705-17-04980,705-17-04980,Washer,S,G,UTVH,EACH,0,FP
76133,KOMATSU,Duplikasi Pref,Duplikasi Pref,"BOLT, MACHINE",S,G,UTVH,EACH,0,
76141,SAWAFUJI,1251-00700,1251-00700,COIL,S,G,SPUT,EACH,0,FP
76158,KOMATSU,SD2080-20700X0,SD2080-20700X0,PULLEY,S,G,UTVH,EACH,0,FP
76166,KOMATSU,SD8264-1830010,SD8264-1830010,NUT,S,G,UTVH,EACH,0,FP
76182,KOMATSU,SD1982-03200X0,SD1982-03200X0,FAN,S,G,UTVH,EACH,0,FP
76190,KOMATSU,SD5010-21500X0,SD5010-21500X0,BOLT,S,G,UTVH,EACH,0,FP
76208,KOMATSU,SD1211-35010X0,SD1211-35010X0,STATOR,S,G,UTVH,EACH,0,FP
76216,KOMATSU,SD5010-26400X0,SD5010-26400X0,BOLT,S,G,UTVH,EACH,0,FP
76257,GRACO,D07005,D07005,FUEL FILTER,S,P,SPUT,KIT,0,
76273,,,600-813-8130-R,STARTING MOTOR ASSY,S,G,UTVH,ASSY,0,
76281,,,600-813-9511-R,STARTING MOTOR ASSY,S,G,UTVH,ASSY,0,
76299,,,600-813-9322-R,STARTING MOTOR ASSY,S,G,UTVH,ASSY,0,
76307,KOMATSU,600-813-7152-R,600-813-7152-R,STARTING MOTOR ASSY,S,G,UTVH,ASSY,0,
76315,KOMATSU,600-821-9731-R,600-821-9731-R,ALTERNATOR ASSY,S,G,UTVH,ASSY,0,
76323,,,600-825-6110-R,ALTERNATOR ASSY,S,G,UTVH,ASSY,0,
76331,,,600-825-9110-R,ALTERNATOR ASSY,S,G,UTVH,ASSY,0,
76349,,,600-825-6150-R,ALTERNATOR ASSY,R,G,UTVH,ASSY,0,
76356,,,600-821-7220-R,ALTERNATOR ASSY,S,G,UTVH,ASSY,0,
76364,,,6505-61-5051-R,TURBOCHARGER ASSY,S,G,UTVH,ASSY,0,
76372,,,6505-65-5091-R,TURBOCHARGER ASSY,S,G,UTVH,ASSY,0,
76380,,,6212-61-1210-R,WATER PUMP ASSY,S,G,UTVH,ASSY,0,
76398,,,6505-61-5030-R,TURBOCHARGER ASSY,S,G,UTVH,ASSY,0,
76430,,,6505-52-5360-R,TURBOCHARGER ASSY,S,G,UTVH,ASSY,0,
76448,,,600-813-6612-R,STARTING MOTOR ASSY,S,G,UTVH,ASSY,0,
76455,,,6151-61-1110-R,WATER PUMP ASSY,S,G,UTVH,ASSY,0,
76463,,,6151-62-1110-R,WATER PUMP  ASSY,S,G,UTVH,ASSY,0,
76497,KOMATSU,6150-11-3120,6150-11-3120,NOZZLE,S,G,UTVH,EACH,0,FP
76505,KOMATSU,ND093158-0010,ND093158-0010,GASKET,S,G,UTVH,EACH,0,FP
76513,KOMATSU,234-32-12470,234-32-12470,SEAL DUST,S,G,UTVH,EACH,41922.29,FP
76547,,,569-40-42502-R,STEERING VALVE ASSY,S,G,UTVH,ASSY,0,
76570,KOMATSU,08180-12411,08180-12411,WIPER MOTOR,S,G,UTVH,EACH,2413640.73,FP
76588,KOMATSU,ND447600-0651,ND447600-0651,EVAPORATOR ASSY,S,G,UTVH,ASSY,0,FP
76596,KOMATSU,AS188057,AS188057,SUSPENSION ASSY,S,G,UTVH,ASSY,0,FP
76604,KOMATSU,AS160438-1,AS160438-1,ADJUSTER KIT,S,G,UTVH,KIT,0,FP
76612,KOMATSU,07332-02400,07332-02400,COUPLING,S,G,UTVH,EACH,0,
76620,VOLVOPM,21834199,21834199,AIR FILTER,S,P,SPUT,EACH,718697.06,FP
76638,VOLVOPM,21041296,21041296,AIR FILTER,S,P,SPUT,EACH,740085.65,
76646,KOMATSU,195-57-46211,195-57-46211,SEAT ASSY,S,G,UTVH,ASSY,0,FP
76653,KOMATSU,KD0-23611-1102,KD0-23611-1102,BRACKET,S,G,UTVH,EACH,0,FP
76661,KOMATSU,07260-04116,07260-04116,"HOSE, NONMETALLIC",S,G,UTVH,EACH,126395.46,FP
76679,KOMATSU,07260-04136,07260-04136,HOSE,S,G,UTVH,EACH,232859.85,FP
76687,KOMATSU,07289-00055,07289-00055,CLAMP,S,G,UTVH,EACH,38801.84,FP
76695,KOMATSU,6204-81-9630,6204-81-9630,JOINT,S,G,UTVH,EACH,0,FP
76703,KOMATSU,426-57-21211,426-57-21211,SEAT ASSY,S,G,UTVH,ASSY,25209090.91,FP
76711,KOMATSU,426-57-21121,426-57-21121,BRACKET,S,G,UTVH,EACH,0,FP
76729,KOMATSU,600-815-2690,600-815-2690,SWITCH,S,G,UTVH,EACH,0,FP
76737,KOMATSU,6240-81-5610,6240-81-5610,WIRE,S,G,UTVH,EACH,0,FP
76745,KOMATSU,426-06-A2210,426-06-A2210,LAMP,S,G,UTVH,EACH,0,FP
76752,KOMATSU,426-06-A2220,426-06-A2220,LAMP,S,G,UTVH,EACH,0,FP
76760,KOMATSU,426-06-A2230,426-06-A2230,LAMP,S,G,UTVH,EACH,0,FP
76778,KOMATSU,02783-10315,02783-10315,ELBOW,S,G,UTVH,EACH,0,FP
76786,KOMATSU,02782-10315,02782-10315,ELBOW,S,G,UTVH,EACH,0,FP
76794,KOMATSU,6711-21-3521,6711-21-3521,SEAL,S,G,UTVH,EACH,0,FP
76844,NOK,TC120.150.12/13,TC120.150.12/13,SEAL,S,P,SPUT,EACH,185000,NM
76851,NOK,TC 50.70.10/8,TC 50.70.10/8,SEAL,S,P,SPUT,EACH,11800,NM
76869,NOK,TC 100.120.12/13,TC 100.120.12/13,SEAL,G,P,SPUT,EACH,155000,NM
76877,NOK,TC 45.65.10/18,TC 45.65.10/18,SEAL,S,P,SPUT,EACH,15000,NM
76893,KOMATSU,232-06-52431,232-06-52431,SENSOR,S,G,UTVH,EACH,679767.67,FP
76901,KOMATSU,237-06-15190,237-06-15190,PACKING,S,G,UTVH,EACH,18270.94,FP
76919,KOMATSU,600-825-3151,600-825-3151,ALTERNATOR,R,G,UTVH,EACH,7000000,FP
76935,KOMATSU,DK487018-4420,DK487018-4420,CYLINDER HEAD ASSY,S,G,UTVH,EACH,0,FP
76943,KOMATSU,DK487020-2100,DK487020-2100,GASKET,S,G,UTVH,EACH,0,
76968,KOMATSU,Duplikasi Pref,Duplikasi Pref,BOLT,S,G,UTVH,EACH,0,FP
76976,KOMATSU,01580-11210,01580-31210,"NUT, PLAIN, HEXAGON",S,G,UTVH,SET,2840.91,FP
77016,KOMATSU,600-645-1351,600-645-1351,FAN,S,G,UTVH,ASSY,0,FP
77024,KOMATSU,195-03-11881,195-03-11881,SHIM,S,G,UTVH,EACH,0,FP
77032,KOMATSU,21N-03-11231,21N-03-11231,PULLEY,S,G,UTVH,EACH,0,FP
77040,KOMATSU,01011-81250,01011-81250,BOLT,S,G,UTVH,EACH,0,FP
77057,KOMATSU,01011-81220,01011-81220,BOLT,S,G,UTVH,EACH,0,FP
77065,KOMATSU,708-2L-25190,708-2L-25190,SELENOID ASSY,S,G,UTVH,ASSY,0,FP
77073,KOMATSU,6124-61-1312,6124-61-1312,SHAFT,S,G,UTVH,EACH,0,FP
77081,KOMATSU,07012-20042,07012-20042,SEAL OIL,S,G,UTVH,EACH,0,FP
77099,KOMATSU,6150-61-1520,6150-61-1520,SEAL WATER,S,G,UTVH,EACH,380811.08,FP
77107,KOMATSU,6124-61-1161,6124-61-1161,GASKET,S,G,UTVH,EACH,0,FP
77115,KOMATSU,6124-61-1320,6124-61-1320,RING,S,G,UTVH,EACH,0,FP
77123,KOMATSU,01658-22016,01658-22016,Washer,S,G,UTVH,EACH,0,FP
77131,KOMATSU,6127-61-6851,6127-61-6851,GASKET,S,G,UTVH,EACH,0,FP
77149,KOMATSU,06030-06206,06030-06206,"BEARING, BALL, ANNULAR",S,G,UTVH,EACH,0,
77156,,,600-825-3251-R,ALTERNATOR ASSY,S,G,UTVH,ASSY,0,
77198,YANMAR,105990-01331,105990-01331,GASKET CYL HEAD,S,P,SPUT,EACH,72000,
77214,YANMAR,106990-11310,106990-11310,PACKING,S,P,SPUT,EACH,30000,
77248,KOMATSU,07000-03082,07000-03082,O-RING,S,G,UTVH,EACH,0,FP
77271,KOMATSU,234-27-32670,234-27-32670,BALL JOINT,S,G,UTVH,EACH,0,FP
77289,KOMATSU,234-27-32660,234-27-32660,BALL JOINT KIT,S,G,UTVH,KIT,0,FP
77370,KOMATSU,175-90-11120,175-90-11120,BOLT,S,G,UTVH,EACH,0,
77396,YANMAR,106990-01410,106990-01410,PACKING,S,P,SPUT,EACH,45000,NM
77420,YANMAR,106990-02020,106990-02020,PACKING,S,P,SPUT,EACH,21000,
77438,YANMAR,106990-01490,106990-01490,PACKING,S,P,SPUT,EACH,33000,FP
77446,YANMAR,105990-12050,105990-12050,PACKING,S,P,SPUT,EACH,12500,NM
77461,YANMAR,106990-39100,106990-39100,PIPE,S,P,SPUT,EACH,325000,
77495,YANMAR,705990-01900,705990-01900,LINER,S,P,SPUT,EACH,510000,
77503,YANMAR,105990-22050,105990-22050,PISTON,S,P,SPUT,EACH,685000,
77511,YANMAR,705990-23100,705990-23100,ROD ASSY CONNECTING,S,P,SPUT,EACH,815000,NM
77545,YANMAR,103854-14200,103854-14200,TAP PET,S,P,SPUT,EACH,0,
77560,YANMAR,105990-39200,105990-39200,PIPE,S,P,SPUT,EACH,325000,FP
77578,KOMATSU,6560-11-5111,6560-11-5111,CLAMP,S,G,UTVH,EACH,0,FP
77586,KOMATSU,6240-11-3850,6240-11-3850,BOLT,S,G,UTVH,EACH,0,FP
77602,KOMATSU,234-06-61230,234-06-61230,BRACKET RH,S,G,UTVH,EACH,0,
77610,KOMATSU,238-06-18230,238-06-18230,BRACKET,S,G,UTVH,EACH,186134.85,
77628,KOMATSU,416-06-22250,416-06-22250,FLASHER,S,G,UTVH,EACH,615988.65,FP
77636,KOMATSU,195-49-31350,195-49-31350,GAUGE,S,G,UTVH,EACH,0,FP
77644,KOMATSU,14X-54-16532,14X-54-16532,ARMREST LH,S,G,UTVH,EACH,0,FP
77651,KOMATSU,14X-54-16542,14X-54-16542,ARMREST RH,S,G,UTVH,EACH,0,FP
77669,KOMATSU,01582-01210,01582-01210,NUT,S,G,UTVH,EACH,0,FP
77677,KOMATSU,01582-01815,01582-01815,NUT,S,G,UTVH,EACH,0,FP
77685,KOMATSU,421-06-13301,421-06-13301,LAMP ASSY,S,G,UTVH,ASSY,0,FP
77693,KOMATSU,195-Z11-4560,195-Z11-4560,SCREW,S,G,UTVH,EACH,0,FP
77701,KOMATSU,195-Z11-4570,195-Z11-4570,SHIM,S,G,UTVH,EACH,0,FP
77727,KOMATSU,01010-80635,01010-80635,"BOLT, MACHINE",S,G,UTVH,EACH,0,FP
77735,YANMAR,105700-01410,105700-01410,GASKET,S,P,SPUT,EACH,45000,
77743,YANMAR,101104-01760,101104-01760,GASKET CAP,S,P,SPUT,EACH,0,
77750,YANMAR,26617-120002,26617-120002,BOLT EYE,S,P,SPUT,EACH,70000,NM
77768,YANMAR,105500-07940,105500-07940,STUD LIFTER,S,P,SPUT,EACH,35000,NM
77776,YANMAR,104507-07911,104507-07911,EYE BOLT M12,S,P,SPUT,EACH,115000,NM
77784,YANMAR,24101-060064,24101-060064,"BEARING, BALL, ANNULAR",S,P,SPUT,EACH,35000,
77792,YANMAR,705800-22500,705800-22500,RING SET PISTON,S,P,SPUT,EACH,170000,
77800,YANMAR,105700-23100,105700-23100,"BUSHING, SLEEVE",S,P,SPUT,EACH,52500,
77826,YANMAR,105700-28360,105700-28360,"BEARING,BALL,ANNULAR",S,P,SPUT,EACH,35000,FP
